@relation Appdata
@attribute index NUMERIC
@attribute app_name STRING
@attribute ANDROID.PERMISSION.ACCESS_FINE_LOCATION {0,1}
@attribute ANDROID.PERMISSION.BATTERY_STATS {0,1}
@attribute ANDROID.PERMISSION.READ_OWNER_DATA {0,1}
@attribute ANDROID.PERMISSION.RECEIVE_SMS {0,1}
@attribute ANDROID.PERMISSION.SEND_SMS {0,1}
@attribute ANDROID.PERMISSION.KILL_BACKGROUND_PROCESSES {0,1}
@attribute ANDROID.PERMISSION.ACCESS_WIFI_STATE {0,1}
@attribute ANDROID.PERMISSION.WRITE_CALL_LOG {0,1}
@attribute ANDROID.PERMISSION.GET_TASKS {0,1}
@attribute ANDROID.PERMISSION.ACCESS_ASSISTED_GPS {0,1}
@attribute ANDROID.PERMISSION.INSTALL_SHORTCUT {0,1}
@attribute ANDROID.PERMISSION.CHANGE_WIFI_STATE {0,1}
@attribute ANDROID.PERMISSION.RECORD_AUDIO {0,1}
@attribute ANDROID.PERMISSION.READ_CONTACTS {0,1}
@attribute ANDROID.PERMISSION.MOUNT_UNMOUNT_FILESYSTEMS {0,1}
@attribute ANDROID.PERMISSION.MODIFY_AUDIO_SETTINGS {0,1}
@attribute ANDROID.PERMISSION.RECORD_VIDEO {0,1}
@attribute ANDROID.PERMISSION.READ_PROFILE {0,1}
@attribute ANDROID.PERMISSION.WRITE_EXTERNAL_STORAGE {0,1}
@attribute ANDROID.PERMISSION.GET_ACCOUNTS {0,1}
@attribute ANDROID.PERMISSION.RECEIVE_BOOT_COMPLETED {0,1}
@attribute ANDROID.PERMISSION.CONTROL_LOCATION_UPDATES {0,1}
@attribute ANDROID.PERMISSION.USE_CREDENTIALS {0,1}
@attribute ANDROID.PERMISSION.READ_CALENDAR {0,1}
@attribute ANDROID.PERMISSION.BODY_SENSORS {0,1}
@attribute ANDROID.PERMISSION.BROADCAST_STICKY {0,1}
@attribute ANDROID.PERMISSION.READ_SYNC_STATS {0,1}
@attribute ANDROID.PERMISSION.PERMREAD {0,1}
@attribute ANDROID.PERMISSION.WRITE_SETTINGS {0,1}
@attribute ANDROID.PERMISSION.INTERNET {0,1}
@attribute ANDROID.PERMISSION.SYSTEM_ALERT_WINDOW {0,1}
@attribute ANDROID.PERMISSION.CAMERA {0,1}
@attribute ANDROID.PERMISSION.WRITE_SECURE_SETTINGS {0,1}
@attribute ANDROID.PERMISSION.BLUETOOTH_ADMIN {0,1}
@attribute ANDROID.PERMISSION.MANAGE_ACCOUNTS {0,1}
@attribute ANDROID.PERMISSION.VIBRATE {0,1}
@attribute ANDROID.PERMISSION.MANAGE_DOCUMENTS {0,1}
@attribute ANDROID.PERMISSION.READ_PHONE_STATE {0,1}
@attribute ANDROID.PERMISSION.ACCESS_LOCATION_EXTRA_COMMANDS {0,1}
@attribute ANDROID.PERMISSION.READ_EXTERNAL_STORAGE {0,1}
@attribute ANDROID.PERMISSION.WRITE_CONTACTS {0,1}
@attribute ANDROID.PERMISSION.WAKE_LOCK {0,1}
@attribute ANDROID.PERMISSION.READ_CALL_LOG {0,1}
@attribute ANDROID.PERMISSION.ACCESS_COARSE_UPDATES {0,1}
@attribute ANDROID.PERMISSION.ACCESS_GPS {0,1}
@attribute ANDROID.PERMISSION.ACCESS_NETWORK_STATE {0,1}
@attribute ANDROID.PERMISSION.MODIFY_PHONE_STATE {0,1}
@attribute ANDROID.PERMISSION.RESTART_PACKAGES {0,1}
@attribute ANDROID.PERMISSION.READ_SMS {0,1}
@attribute ANDROID.PERMISSION.SET_TIME_ZONE {0,1}
@attribute ANDROID.PERMISSION.CHANGE_NETWORK_STATE {0,1}
@attribute ANDROID.PERMISSION.READ_SYNC_SETTINGS {0,1}
@attribute ANDROID.PERMISSION.DISABLE_KEYGUARD {0,1}
@attribute ANDROID.PERMISSION.WRITE_SYNC_SETTINGS {0,1}
@attribute ANDROID.PERMISSION.ACCESS_NETWORK_CHANGE {0,1}
@attribute ANDROID.PERMISSION.ACCESS_MOCK_LOCATION {0,1}
@attribute ANDROID.PERMISSION.AUTHENTICATE_ACCOUNTS {0,1}
@attribute ANDROID.PERMISSION.READ_LOGS {0,1}
@attribute ANDROID.PERMISSION.PROCESS_OUTGOING_CALLS {0,1}
@attribute ANDROID.PERMISSION.ACCESS_COARSE_LOCATION {0,1}
@attribute ANDROID.PERMISSION.ACCESS_LOCATION {0,1}
@attribute ANDROID.PERMISSION.CALL_PHONE {0,1}
@attribute ANDROID.PERMISSION.STATUS_BAR {0,1}
@attribute ANDROID.PERMISSION.BLUETOOTH {0,1}
@attribute ANDROID.PERMISSION.FLASHLIGHT {0,1}
@attribute ANDROID.PERMISSION.LOCATION {0,1}
@attribute ANDROID.PERMISSION.CHANGE_CONFIGURATION {0,1}
@attribute ANDROID.PERMISSION.NFC {0,1}
@attribute ANDROID.PERMISSION.STORAGE {0,1}
@attribute ANDROID.PERMISSION.DELETE_CACHE_FILES {0,1}
@data
16,com.prime.studio.apps.route.finder.map,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17,com.gpssatellitemapnavigationmz.livemaps,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,com.mapquest.android.ace,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19,ca.gpsnavigation,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20,cps.mmxi.smartcompass,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,com.pickzy.gps,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22,com.sygic.familywhere.android,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23,com.cochibo.gpsstatus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,com.runtastic.android,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
25,com.google.android.apps.maps,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
26,com.nahod.gpsnavigator,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,com.qbiki.gpscoordinates,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
28,com.virtualmaze.gpsdrivingroute,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
29,lt.noframe.fieldsareameasure,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
30,kt.gpsnavigation,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
31,com.partyPowered.GPS_EASY_CAR_LITE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
32,binaryearth.handygpsfree,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
33,com.aamn.gpsnavigation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,com.pierwiastek.gpsdata,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
35,com.mtorres.phonetester,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
36,com.fundoapps.gpsmappaid,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
37,luo.digitaldashboardgps,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
38,com.fitnesskeeper.runkeeper.pro,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
39,com.androits.gps.test.free,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,com.alk.copilot.mapviewer,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
41,com.augmentra.viewranger.android,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,com.lexa.fakegps,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,com.turboirc.tgps.v2,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
44,com.appspot.wrightrocket.GPSMap,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
45,oops.hudspeedometer,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
46,com.MapsFree,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
47,com.curvefish.widgets.gpsonoff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,net.oxdb.GPSpeedK,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,com.androidlab.gpsfix,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,com.fsp.android.c,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
51,goldenshorestechnologies.brightestflashlight.free,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
52,com.ilyabogdanovich.geotracker,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
53,org.microemu.android.se.appello.lp.Lightpilot,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
54,com.codesector.maverick.lite,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
55,com.yoyozdev.gps.car.navigation.free,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,com.navfree.android.OSM.ALL,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
